         41662604 function calls (40090220 primitive calls) in 230.319 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 version.py:366(<genexpr>)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 registry.py:9(_NestedContext)
        1    0.000    0.000    0.000    0.000 abstract.py:322(IteratorType)
        1    0.000    0.000    0.000    0.000 api.py:293(cast)
        1    0.000    0.000    0.000    0.000 attributes.py:639(AttributeEvent)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 client.py:1371(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 zipfile.py:1311(__exit__)
        1    0.000    0.000    0.000    0.000 annotation.py:23(SupportsAnnotations)
        2    0.000    0.000    0.000    0.000 numbers.py:944(real_real_impl)
        1    0.000    0.000    0.000    0.000 functions.py:672(ScalarFunctionColumn)
        1    0.000    0.000    0.000    0.000 errors.py:270(HighlightColorScheme)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 pydoc.py:426(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3889(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2711(erlang_gen)
        1    0.000    0.000    0.000    0.000 base.py:278(_JoinedDispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 parfor.py:1577(__init__)
        8    0.000    0.000    0.000    0.000 arrayobj.py:2582(loop_break)
        2    0.000    0.000    0.000    0.000 subprocess.py:263(_optim_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:606(OperatingPointVector)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:2419(IOWriter)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 init_utils.py:30(try_int)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:93(_ReusablePoolExecutor)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 npyimpl.py:52(_ScalarHelper)
        2    0.000    0.000    0.000    0.000 listobject.py:93(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:115(_PSD)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        4    0.000    0.000    0.000    0.000 arrayobj.py:2623(init_specific)
        1    0.000    0.000    0.000    0.000 _split.py:1235(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 unitofwork.py:729(SaveUpdateState)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1473(__repr__)
        1    0.000    0.000    0.000    0.000 cursor.py:1838(LegacyCursorResult)
        1    0.000    0.000    0.000    0.000 version.py:104(_BaseVersion)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 structures.py:285(unitfloat)
        1    0.000    0.000    0.000    0.000 generic.py:340(_validate_dtype)
        1    0.000    0.000    0.000    0.000 containers.py:206(_HomogeneousTuple)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        2    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
        1    0.000    0.000    0.000    0.000 case.py:1427(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 file_helpers.py:88(_file_obj)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 attr.py:71(_ClsLevelDispatch)
        1    0.000    0.000    0.000    0.000 builtins.py:404(<listcomp>)
        1    0.000    0.000    0.000    0.000 generators.py:71(get_resume_index_ptr)
        1    0.000    0.000    0.000    0.000 dtypes.py:159(__init__)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 _export.py:369(_DOTTreeExporter)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:285(NumpyUnpickler)
        2    0.000    0.000    0.000    0.000 _collections.py:123(__new__)
        1    0.000    0.000    0.000    0.000 models.py:1142(<listcomp>)
        1    0.000    0.000    0.000    0.000 decl_base.py:154(_MapperConfig)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1335(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3945(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1558(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 typedlist.py:39(_Sequence)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:12(AsNumbaTypeRegistry)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        2    0.000    0.000    0.000    0.000 linalg.py:46(get_blas_kind)
        6    0.000    0.000    0.000    0.000 version.py:318(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        3    0.000    0.000    0.000    0.000 array_analysis.py:3059(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:228(_round_intrinsic)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:313(ArrayMemmapForwardReducer)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 _scorer.py:125(_BaseScorer)
        1    0.000    0.000    0.000    0.000 nosetester.py:112(NoseTester)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 elements.py:2943(Cast)
        1    0.000    0.000    0.000    0.000 _util.py:344(MapWrapper)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 ipc.py:98(RecordBatchFileWriter)
        1    0.000    0.000    0.000    0.000 containers.py:228(UniTuple)
        8    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _testing.py:2405(optional_args)
        1    0.000    0.000    0.000    0.000 necompiler.py:474(convertASTtoThreeAddrForm)
        1    0.000    0.000    0.000    0.000 glm.py:555(TweedieRegressor)
        1    0.000    0.000    0.000    0.000 path_registry.py:387(AbstractEntityRegistry)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        4    0.000    0.000    0.000    0.000 legacy.py:16(_legacy_signature)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:732(find_setitems_body)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7175(triang_gen)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 ir.py:255(VarMap)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5726(nakagami_gen)
        1    0.000    0.000    0.000    0.000 html.py:629(_LxmlFrameParser)
        2    0.000    0.000    0.000    0.000 generators.py:203(debug_print)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 crud.py:781(_multiparam_column)
        1    0.000    0.000    0.000    0.000 csvs.py:193(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 base.py:560(ClusterMixin)
        1    0.000    0.000    0.000    0.000 kdtree.py:304(innernode)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:127(threadpool_limits)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1479(typeof_yield)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 necompiler.py:309(isReduction)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6823(rice_gen)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:572(unwrap_loop_body)
        1    0.000    0.000    0.000    0.000 containers.py:869(StructRef)
        1    0.000    0.000    0.000    0.000 properties.py:323(Comparator)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1052(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1854(f_gen)
        1    0.000    0.000    0.000    0.000 _encode.py:53(MissingValues)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 <string>:1(null)
        3    0.000    0.000    0.000    0.000 array_analysis.py:450(<listcomp>)
        1    0.000    0.000    0.000    0.000 query.py:3365(BulkUD)
        8    0.000    0.000    0.000    0.000 legacy.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 nanops.py:54(disallow)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:275(ContextualVersionConflict)
        1    0.000    0.000    0.001    0.001 parallel.py:410(select_from_backends)
        1    0.000    0.000    0.000    0.000 registry.py:33(__init__)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3520(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6473(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        2    0.000    0.000    0.000    0.000 grouper.py:739(<genexpr>)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:3754(IndexIVFFlat)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 sqltypes.py:924(Time)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        2    0.000    0.000    0.000    0.000 events.py:2215(_accept_with)
        1    0.000    0.000    0.000    0.000 compiler.py:302(FromLinter)
        1    0.000    0.000    0.000    0.000 memory.py:336(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 parquet.py:838(PartitionSet)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        4    0.000    0.000    0.000    0.000 npydecl.py:428(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:329(register_loader_type)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        6    0.000    0.000    0.000    0.000 _type_aliases.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 unitofwork.py:656(DeleteAll)
        1    0.000    0.000    0.000    0.000 structures.py:369(CVQueryEngine)
        1    0.000    0.000    0.000    0.000 containers.py:29(Pair)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 util.py:1528(_ORMJoin)
        1    0.000    0.000    0.000    0.000 unitofwork.py:757(DeleteState)
        1    0.000    0.000    0.000    0.000 exc.py:467(DBAPIError)
        3    0.000    0.000    0.000    0.000 _collections.py:742(__init__)
        1    0.000    0.000    0.000    0.000 file_helpers.py:53(_keepstate)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8114(vonmises_gen)
        3    0.000    0.000    0.000    0.000 specifiers.py:702(__hash__)
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        1    0.000    0.000    0.000    0.000 config.py:184(__init__)
        2    0.000    0.000    0.000    0.000 config.py:585(_get_registered_option)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 errors.py:476(NumbaError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6022(nct_gen)
        1    0.000    0.000    0.000    0.000 values.py:261(MetaDataString)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:1653(RandomRotationMatrix)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2798(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _linprog_doc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:477(WeakType)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:83(ResourceTracker)
        1    0.000    0.000    0.000    0.000 synchronize.py:348(Event)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7933(uniform_gen)
        2    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:59(_SwigNonDynamicMeta)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8408(crystalball_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(Popen)
        5    0.000    0.000    0.000    0.000 setdecl.py:183(ConcreteInplaceSetOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 _encoders.py:23(_BaseEncoder)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6932(semicircular_gen)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 object_file.py:6(SectionIteratorRef)
        1    0.000    0.000    0.000    0.000 functions.py:1289(array_agg)
        1    0.000    0.000    0.000    0.000 _cubic.py:156(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 row.py:507(ROMappingView)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3159(halflogistic_gen)
        3    0.000    0.000    0.000    0.000 config.py:816(is_nonnegative_int)
        2    0.000    0.000    0.000    0.000 parfor.py:2269(__init__)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1584(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        5    0.000    0.000    0.000    0.000 argparse.py:604(<listcomp>)
        1    0.000    0.000    0.000    0.000 clsregistry.py:185(_ModuleMarker)
        1    0.000    0.000    0.000    0.000 packer.py:52(load_into)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3134(NullType)
        5    0.000    0.000    0.000    0.000 expr.py:110(_compose2)
        1    0.000    0.000    0.000    0.000 __init__.py:21(declarative_base)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5781(ncx2_gen)
        1    0.000    0.000    0.000    0.000 config.py:227(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 containers.py:764(LiteralStrKeyDict)
        1    0.000    0.000    0.000    0.000 misc.py:80(Omitted)
        1    0.000    0.000    0.000    0.000 config.py:19(Config)
        1    0.000    0.000    0.000    0.000 algorithms.py:274(_get_values_for_rank)
        1    0.000    0.000    0.000    0.000 core.py:2377(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 parquet.py:897(ParquetPartitions)
        1    0.000    0.000    0.000    0.000 optimize.py:82(OptimizeResult)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2850(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 caching.py:90(NullCache)
        1    0.000    0.000    0.000    0.000 _multivariate.py:695(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 builtins.py:397(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 groupby.py:452(GroupByPlot)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5843(ncf_gen)
        1    0.000    0.000    0.000    0.000 argparse.py:574(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8343(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _testing.py:2910(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 abstract.py:263(Callable)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 base.py:447(InspectionAttr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6555(rdist_gen)
        1    0.000    0.000    0.000    0.000 visitors.py:226(generate_dispatch)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 extensions.py:130(AbstractConcreteBase)
        1    0.000    0.000    0.000    0.000 elements.py:3537(CollectionAggregate)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4960(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:45(_dl_phdr_info)
        1    0.000    0.000    0.000    0.000 consts.py:9(ConstantInference)
        1    0.000    0.000    0.000    0.000 npytypes.py:228(DType)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8563(argus_gen)
        1    0.000    0.000    0.000    0.000 sqltypes.py:886(Date)
        1    0.000    0.000    0.000    0.000 builtins.py:44(<listcomp>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 xml.py:1203(ArrayConversionMixin)
        1    0.000    0.000    0.000    0.000 zipfile.py:2183(CompleteDirs)
        1    0.000    0.000    0.000    0.000 __init__.py:288(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 core.py:6620(_extrema_operation)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 randomdecl.py:197(Numpy_hypergeometric)
        1    0.000    0.000    0.000    0.000 array_analysis.py:2289(_analyze_op_call_numpy_empty)
        2    0.000    0.000    0.000    0.000 interpreter.py:1462(op_BINARY_FLOOR_DIVIDE)
        1    0.000    0.000    0.000    0.000 argparse.py:2112(<listcomp>)
        1    0.000    0.000    0.000    0.000 session.py:3881(sessionmaker)
        1    0.000    0.000    0.000    0.000 functions.py:655(NumberClass)
        1    0.000    0.000    0.000    0.000 _datasource.py:100(__init__)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:867(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:487(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1595(DefaultProvider)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 associationproxy.py:942(_AssociationCollection)
        1    0.000    0.000    0.000    0.000 deprecation.py:8(deprecated)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6992(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        3    0.000    0.000    0.000    0.000 doccer.py:150(replace_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 fitpack2.py:978(BivariateSpline)
        1    0.000    0.000    0.000    0.000 parfor.py:1546(ParforPassStates)
        3    0.000    0.000    0.000    0.000 csvs.py:84(float_format)
        1    0.000    0.000    0.000    0.000 file_helpers.py:571(decorator)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:263(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 arrayobj.py:3290(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 controlflow.py:255(exit_points)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:7(_CompilerLock)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:194(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 integer.py:604(Int8Dtype)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1170(chi_gen)
        2    0.000    0.000    0.000    0.000 configargparse.py:550(<genexpr>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6887(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 dispatcher.py:43(_FunctionCompiler)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4736(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:434(anglit_gen)
        1    0.000    0.000    0.000    0.000 ir.py:1607(__new__)
        1    0.000    0.000    0.000    0.000 indexing.py:2085(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 queues.py:195(SimpleQueue)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2151(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:337(ICMPInstr)
        1    0.000    0.000    0.000    0.000 packer.py:7(DataPacker)
        1    0.000    0.000    0.000    0.000 format.py:1704(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1599(ResultHeap)
        1    0.000    0.000    0.000    0.000 pool.py:217(MemmappingPool)
        2    0.000    0.000    0.000    0.000 necompiler.py:332(<listcomp>)
        1    0.000    0.000    0.000    0.000 necompiler.py:525(<listcomp>)
        1    0.000    0.000    0.000    0.000 elements.py:4820(TableValuedColumn)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:161(betabinom_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1693(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:803(bradford_gen)
        1    0.000    0.000    0.000    0.000 clsregistry.py:121(_MultipleClassMarker)
        1    0.000    0.000    0.000    0.000 cursor.py:1112(FullyBufferedCursorFetchStrategy)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        7    0.000    0.000    0.000    0.000 version.py:498(<lambda>)
        1    0.000    0.000    0.000    0.000 sqltypes.py:61(Comparator)
        3    0.000    0.000    0.000    0.000 models.py:1163(get_return_type)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3250(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7066(trapezoid_gen)
        1    0.000    0.000    0.000    0.000 serialize.py:178(_CustomPickled)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:2655(ReadOnlyInvertedLists)
        1    0.000    0.000    0.000    0.000 randomdecl.py:144(Random_seed)
        1    0.000    0.000    0.000    0.000 attributes.py:1096(ScalarObjectAttributeImpl)
        1    0.000    0.000    0.000    0.000 _cubic.py:363(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 values.py:332(MDValue)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 nonlin.py:908(BroydenFirst)
        1    0.000    0.000    0.000    0.000 builtins.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:19(__getattr__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3992(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 exc.py:111(ObjectDeletedError)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1008(zipf_gen)
        3    0.000    0.000    0.000    0.000 utils.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1740(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 _schema_defaults.py:291(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 pool.py:916(ThreadPool)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:675(logser_gen)
        1    0.000    0.000    0.000    0.000 kdtree.py:295(leafnode)
        1    0.000    0.000    0.000    0.000 floating.py:498(Float32Dtype)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 parfor.py:2558(_get_loop_kind)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:273(InlineWorker)
        1    0.000    0.000    0.000    0.000 byteflow.py:1376(AdaptDFA)
        1    0.000    0.000    0.000    0.000 result.py:110(RMKeyView)
        1    0.000    0.000    0.000    0.000 metadata.py:207(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:536(nhypergeom_gen)
        1    0.000    0.000    0.000    0.000 models.py:252(ProxyModel)
        4    0.000    0.000    0.000    0.000 array_analysis.py:2084(<genexpr>)
        1    0.000    0.000    0.000    0.000 object_file.py:32(ObjectFileRef)
        1    0.000    0.000    0.000    0.000 __init__.py:162(get_supported_platform)
        1    0.000    0.000    0.000    0.000 subprocess.py:939(__del__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:263(Random_unary_distribution)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:177(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:668(handle_IOWriter)
        1    0.000    0.000    0.000    0.000 _collections.py:691(WeakSequence)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4910(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1629(exponweib_gen)
        1    0.000    0.000    0.000    0.000 scalars.py:222(member_type)
        1    0.000    0.000    0.000    0.000 utils.py:1962(clear_and_catch_warnings)
        2    0.000    0.000    0.000    0.000 grouper.py:737(<genexpr>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:280(Random_nullary_distribution)
        6    0.000    0.000    0.000    0.000 nanops.py:1551(make_nancomp)
        1    0.000    0.000    0.000    0.000 builtins.py:405(<listcomp>)
        1    0.000    0.000    0.000    0.000 static_binop.py:5(DetectStaticBinops)
        1    0.000    0.000    0.000    0.000 utils.py:131(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:681(RecursiveCall)
        1    0.000    0.000    0.000    0.000 parse.py:776(Quoter)
        1    0.000    0.000    0.000    0.000 base.py:57(SingletonConstant)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 context.py:48(QueryContext)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5265(mielke_gen)
        1    0.000    0.000    0.000    0.000 utils.py:207(CacheDict)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 selector_events.py:987(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 core.py:2594(MaskedIterator)
        2    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 roles.py:165(StatementRole)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5582(kappa3_gen)
        1    0.000    0.000    0.000    0.000 file_helpers.py:371(TimeOrderedIndexedReaderMixin)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        2    0.000    0.000    0.000    0.000 version.py:130(__ge__)
        1    0.000    0.000    0.000    0.000 plistlib.py:428(_PlistWriter)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:148(__subclasshook__)
        1    0.000    0.000    0.000    0.000 utils.py:65(Comparable)
        1    0.000    0.000    0.000    0.000 randomdecl.py:94(Random_getrandbits)
        1    0.000    0.000    0.000    0.000 elements.py:5108(_anonymous_label)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7873(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 reduction.py:170(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _schema_defaults.py:286(<setcomp>)
        1    0.000    0.000    0.000    0.000 metadata.py:434(Prepared)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1951(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 format.py:569(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 tempfile.py:449(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 enumdecl.py:15(EnumAttribute)
